id,codigo,codigo_barras,nome,descricao,categoria,unidade_medida,preco_custo,preco_venda,estoque_atual,estoque_minimo,ncm,cest,aliquota_icms,aliquota_ipi,aliquota_pis,aliquota_cofins,dados_completos,imported_at,api_page
442,438,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""438"",""grupo"":""CAMA E BANHO"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COBERTOR"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""COBERTOR - EM FIBRA VIRGEM 100% POLIESTER TERMOCEL, ANTIMICROBIANO, ANTIMOFO, ANTIALERGICO, ANTI TRACA, E ANTIBACTERICIDA. DE BOA APARENCIA,MEDINDO 1,50 X 2,50M (LARGURA X COMPRIMENTO),DUPLA FACE, COM LOGOMARCA NOME DO HOSPITAL FRENTE E VERSO. RESISTENTE A MULTIPLAS LAVAGENS E SOLIDEZ AO CLORO. TECIDO CONFORTAVEL E RESISTENTE A TRACAO,NA COR BEGE"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.005 - KIT CAMA E BANHO""}","""2026-03-03T14:15:12.251Z""",0
443,439,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""439"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""APITO - DE LATAO CROMADO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""APITO - DE LATAO CROMADO, TUBULAR, TIPO DUPLO TRINAR, CLASSICO BOCAL EM PVC ANTI-ALERGICO, TAMANHO PADRAO COM ARGOLA PARA FIXACAO DO TORCAL"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
444,440,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""440"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""ARGILA - PARA ORNAMENTACAO DE VASOS E JARDINS"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""ARGILA - ARGILA EXPANDIDA,PARA ORNAMENTACAO DE VASOS E JARDINS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
445,441,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""441"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""ARGILA - BARRO, USO PEDAGOGICO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""ARGILA - BARRO, USO PEDAGOGICO, EM SACO PLASTICO Material Ativo"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
446,442,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""442"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" ARO - EM PLASTICO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""ARO - EM PLASTICO, TIPO BAMBOLE, COLORIDO, COM 85CM DE DIAMETRO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
447,443,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""443"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PORTA OBJETOS DE MESA - PARA LAPIS/CLIPE/LEMBRETE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""PORTA OBJETOS DE MESA - PARA LAPIS/CLIPE/LEMBRETE,EM METAL ARAMADO,MEDINDO 20,00X10,00CM,PRETO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
448,444,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""444"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PISTOLA - PARA COLA QUENTE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""PISTOLA - DE PLASTICO, COM GATILHO,PARA APLICACAO DE COLA QUENTE,POTENCIA DE 40W, BIVOLT"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
449,445,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""445"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COLCHONETE"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""COLCHONETE - EM ESPUMA FLEXIVEL DE POLIURETANO, DENSIDADE D18,REVESTIMENTO EM COURVIN,MEDINDO 95,00X55,00CM (CXL),NA COR AZUL,ESPESSURA 3,00CM"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
450,446,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""446"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" COLA "",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""COLA - LIQUIDA,ATOXICA,NA COR BRANCA,SECAGEM NORMAL,BICO ECONOMICO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
451,447,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""447"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" COLA - QUENTE"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""COLA - QUENTE PARA PISTOLA,NA COR TRANSPARENTE,SECAGEM RAPIDA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
452,448,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""448"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COLA COM PURPURINA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""COLA COM PURPURINA - PARA TRABALHOS MANUAIS, EM CAIXA, COM 6 CORES."",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
453,449,,,,,Caixas,0.00,0.00,0.00,,,,,,,,"{""id"":""449"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" PALITO - EM MADEIRA,PARA PICOLE"",""unidadeMedida"":""Caixas"",""valorCustoBase"":""0"",""descricaoProduto"":""PALITO - EM MADEIRA,PARA PICOLE,MEDINDO 12 CM COM FORMATO REDONDO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
454,450,,,,,Caixas,0.00,0.00,0.00,,,,,,,,"{""id"":""450"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PALITO - DE MADEIRA, PARA CHURRASCO"",""unidadeMedida"":""Caixas"",""valorCustoBase"":""0"",""descricaoProduto"":""PALITO - DE MADEIRA, PARA CHURRASCO, FORMATO REDONDO COM 20 CM."",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
455,451,,,,,Metro,0.00,0.00,0.00,,,,,,,,"{""id"":""451"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""TECIDO - TIPO TNT"",""unidadeMedida"":""Metro"",""valorCustoBase"":""0"",""descricaoProduto"":""TECIDO - TIPO TNT,(TECIDO NAO TECIDO), ARMACAO PRENSADA, COMPOSTO 100% FIBRA DE POLIPROPILENO, PESANDO 50G/M2, LARGURA DE 1,40 METROS, CORES VARIADAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
456,452,,,,,Metro,0.00,0.00,0.00,,,,,,,,"{""id"":""452"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""TECIDO - CHITA ESTAMPADA"",""unidadeMedida"":""Metro"",""valorCustoBase"":""0"",""descricaoProduto"":""TECIDO - CHITA ESTAMPADA,TEXTURA ENCORPADA E BOA APARENCIA,TELA 5X2,100% ALGODAO,PESANDO 230 A 240G/M2,PARA CONFECCAO DE ROUPAS,LARGURA 1,60 M,ESTAMPADA;"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
457,453,,,,,Caixas,0.00,0.00,0.00,,,,,,,,"{""id"":""453"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" TINTA - PARA TECIDO DE ALGODAO"",""unidadeMedida"":""Caixas"",""valorCustoBase"":""0"",""descricaoProduto"":""TINTA - PARA TECIDO DE ALGODAO,A BASE DE RESINA ACRILICA,ATOXICA,COM 6 CORES"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
458,454,,,,,Kit,0.00,0.00,0.00,,,,,,,,"{""id"":""454"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" TINTA - GUACHE"",""unidadeMedida"":""Kit"",""valorCustoBase"":""0"",""descricaoProduto"":""TINTA - GUACHE,A BASE DE AGUA,6 CORES"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
459,455,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""455"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PAPEL - CREPOM"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""PAPEL - CREPOM,MEDINDO 200,00X48,00CM,28G/M2,CORES DIVERSAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
460,456,,,,,Rolos,0.00,0.00,0.00,,,,,,,,"{""id"":""456"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PAPEL - MADEIRA"",""unidadeMedida"":""Rolos"",""valorCustoBase"":""0"",""descricaoProduto"":""PAPEL - MADEIRA,MEDINDO 660,00X960,00MM,75G/M2,NA COR PARDA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
461,457,,,,,Rolos,0.00,0.00,0.00,,,,,,,,"{""id"":""457"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PAPEL - CONTACT"",""unidadeMedida"":""Rolos"",""valorCustoBase"":""0"",""descricaoProduto"":""PAPEL - CONTACT,MEDINDO 10,00MX45,00CM,NA COR TRANSPARENTE"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
462,458,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""458"",""grupo"":""MAT. ESPORTIVO E PEDAGÓGICO"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""EMBORRACHADO - EM EVA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""EMBORRACHADO - EM EVA,MEDINDO 40,00X50,00CM,CORES DIVERSAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
463,459,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""459"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""CANETA HIDROGRAFICA – HIDROCOR ,COM 12 CORES"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CANETA HIDROGRAFICA - EM PLASTICO,PONTA EM FELTRO,MEDIA,COLORIDA,COM 12 CORES,VALIDADE MINIMA DE 4 ANOS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
464,460,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""460"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""PINCEL - KIT DE PINCEIS,  TIPO AQUARELA, COM CERDAS EM NYLON,"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""PINCEL - KIT DE PINCEIS, TIPO AQUARELA, COM CERDAS EM NYLON, PODENDO SER UTILIZADO EM AQUARELA, GUACHE, PINTURA A OLEO, PINTURA ACRILICA, PINTURA PARA DESENHO,CABO DE MADEIRA,DIMENSAO APROXIMADA DE 18 CM, CONTENDO 10 PECAS, DE 02 A 20."",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
465,461,,,,,Kg,0.00,0.00,0.00,,,,,,,,"{""id"":""461"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""COLA - LIQUIDA,PARA ISOPOR"",""unidadeMedida"":""Kg"",""valorCustoBase"":""0"",""descricaoProduto"":""COLA - LIQUIDA,ATOXICA,NA COR TRANSPARENTE,SECAGEM RAPIDA,PARA ISOPOR,BICO ECONOMICO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
466,462,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""462"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""ISOPOR"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""ISOPOR - FORMATO PLACA,MEDINDO 1,00MX50,00CMX10,00MM,NA COR BRANCA."",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
467,463,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""463"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""TELA DE PINTURA - DE ALGODAO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""TELA DE PINTURA - DE ALGODAO,FIXADA EM CHASSI DE MADEIRA,MEDINDO (30 X 30)CM"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
468,464,,,,,Caixas,0.00,0.00,0.00,,,,,,,,"{""id"":""464"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""FITA ADESIVA - EM CELULOSE"",""unidadeMedida"":""Caixas"",""valorCustoBase"":""0"",""descricaoProduto"":""FITA ADESIVA - EM CELULOSE,DUREX,MEDINDO 12,00MMX33,00M,CORES DIVERSAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
469,465,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""465"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" PAPEL - CAMURCA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""PAPEL - CAMURCA,MEDINDO 40,00X60,00CM,CORES DIVERSAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
470,466,,,,,Pacote,0.00,0.00,0.00,,,,,,,,"{""id"":""466"",""grupo"":""MAT. EXPEDIENTE"",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BALAO PLASTICO - EM LATEX"",""unidadeMedida"":""Pacote"",""valorCustoBase"":""0"",""descricaoProduto"":""BALAO PLASTICO - EM LATEX, TAMANHO GRANDE, EM CORES DIVERSAS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
471,467,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""467"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BARALHO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BARALHO - DE EM OPALINE, MEDINDO 5,50CM X 9,00CM, EM ACONDICIONADO EM CAIXA DE PAPELAO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
472,468,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""468"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BOLA DE FUTEBOL GRAMA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BOLA DE FUTEBOL GRAMA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
473,469,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""469"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" BOLA - DE COURO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BOLA - DE COURO, PESANDO 390G, DE FUTEBOL DE SALAO, DE TAMANHO_(CIRCUNFERENCIA) OFICIAL, NA COR BRANCA, ACABAMENTO COSTURADO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
474,470,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""470"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BOLA - DE PLASTICO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BOLA - DE PLASTICO, PESANDO 2,53G, DE TENIS DE MESA, DE TAMANHO_(CIRCUNFERENCIA) 3,82 CM, NA COR BRANCA, ACABAMENTO EM PU"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
475,471,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""471"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BOLA - DE COURO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BOLA - DE COURO, PESANDO 280G, DE VOLEIBOL, DE TAMANHO_(CIRCUNFERENCIA) OFICIAL, NA COR BRANCA, ACABAMENTO COSTURADO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
476,472,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""472"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""BOMBA COM PITO PARA ENCHER BOLA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""BOMBA COM PITO PARA ENCHER BOLA - COM CORPO EM ACO OU ALUMINIO E CABO EM MADEIRA,MANUAL TIPO EMBOLO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
477,473,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""473"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" CONE - PVC"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""CONE - PVC SEMI RIGIDO,COM ALTURA: 50,00CM, FINALIDADE ESPORTIVA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
478,474,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""474"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" COLETE PARA TREINAMENTO ESPORTIVO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""COLETE PARA TREINAMENTO ESPORTIVO - EM TECIDO TRILOBAL, NO TAMANHO UNICO, ADULTO, COM ELASTICO NAS EXTREMIDADES, NA COR VARIADA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
479,475,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""475"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" JOGO DE DOMINO"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""JOGO DE DOMINO - COM PEDRAS EM OSSO, CAIXA DE PLASTICO"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
480,476,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""476"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""JOGO DE DAMA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""JOGO DE DAMA - DAMA/TRILHA, TABULEIRO EM MADEIRA,MEDINDO 40,00X40,00CM,COM 24 PECAS,EM MADEIRA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
481,477,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""477"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" MESA PEBOLIM"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""MESA PEBOLIM - EM MADEIRA MACICA COM ACABAMENTO EM VERNIZ, BONECOS EM ALUMINIO FUNDIDO, VAROES EMBUTIDOS, COM 2 BOLAS, MEDINDO 1,36M X 0,81M X 0,87M (CXLXA)"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
482,478,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""478"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" MESA DE JOGOS - OFICIAL PARA TENIS DE MESA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""MESA DE JOGOS - OFICIAL PARA TENIS DE MESA,MEDINDO APROXIMADAMENTE: (274,00X153,00MM) ( L X C),CONFECCIONADA EM MDP 15MM,PROPORCIONANDO MAIOR RESISTENCIA. ACABAMENTO EM PRIMER AZUL. TRAVESSA ENTRE OS PES PARA DAR MAIOR ESTABILIDADE E FIRMEZA"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
483,479,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""479"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":""RAQUETE DE MESA"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""RAQUETE DE MESA - EM MADEIRA PARA TENIS DE MESA, COM CABO LONGO E BORRACHA LISA NOS DOIS LADOS"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
484,480,,,,,Unidade,0.00,0.00,0.00,,,,,,,,"{""id"":""480"",""grupo"":""MAT.ESPORTIVO E PEDAG."",""origem"":null,""status"":""ativo"",""fabricante"":null,""nomeProduto"":"" REDE - DE NYLON, PARA VOLEIBOL"",""unidadeMedida"":""Unidade"",""valorCustoBase"":""0"",""descricaoProduto"":""REDE - DE NYLON, PARA VOLEIBOL, NA COR BRANCA, DE FIO SIMPLES, NO FORMATO DUAS FAIXAS DE 10CM, 10 MALHAS LARGURA 1,00M ESPESSURA 9,50 REMOVIVEL"",""contaPadraoPlanoFinanceiro"":""2.1.2.02.015 - MATERIAL DIDÁTICO / PEDAGÓGICO""}","""2026-03-03T14:15:12.251Z""",0
